Municipio;Orgao;Item de Despesa;Valor Investido
CURVELO;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;132.286,00
DATAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;748.122,23
DATAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DATAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.235,36
DATAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
DELFIM MOREIRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;174.222,18
DELFIM MOREIRA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
DELFINOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;190.965,74
DELFINOPOLIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DELFINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;50.000,00
DELFINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DELTA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;156.116,37
DELTA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DESCOBERTO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;76.383,60
DESCOBERTO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DESTERRO DE ENTRE RIOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;107.300,00
DESTERRO DE ENTRE RIOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;9.240,00
DESTERRO DE ENTRE RIOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
DESTERRO DE ENTRE RIOS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;10.787,50
DESTERRO DE ENTRE RIOS;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;35.000,00
DESTERRO DE ENTRE RIOS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;550.000,00
DESTERRO DE ENTRE RIOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
DESTERRO DO MELO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;92.824,84
DESTERRO DO MELO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DESTERRO DO MELO;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;300.000,00
DIAMANTINA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;53.600,00
DIAMANTINA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.298,37
DIAMANTINA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
DIAMANTINA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MOBILIARIO;4.659,00
DIAMANTINA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;719.681,01
DIAMANTINA;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;AUXILIOS;267.203,15
DIAMANTINA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;527.860,38
DIAMANTINA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;108.257,34
DIAMANTINA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;3.347,80
DIAMANTINA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;22.900,00
DIAMANTINA;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;20.598,05
DIAMANTINA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;3.049,47
DIAMANTINA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
DIAMANTINA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SEGURANCA ELETRONICA;4.500,00
DIAMANTINA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;274.122,00
DIAMANTINA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;15.059,63
DIAMANTINA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;619.603,48
DIAMANTINA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;16.509,72
DIAMANTINA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;11.045,00
DIAMANTINA;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;26.779,00
DIAMANTINA;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;6.631,65
DIOGO DE VASCONCELOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;48.439,22
DIOGO DE VASCONCELOS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
DIOGO DE VASCONCELOS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DIOGO DE VASCONCELOS;SECRETARIA DE ESTADO  DE INFRAESTRUTURA E MOBILIDADE;ESTUDOS E PROJETOS DE BENS PATRIMONIAVEIS;22.268,60
DIOGO DE VASCONCELOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DIONISIO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;389.766,69
DIONISIO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DIONISIO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;67.132,96
DIONISIO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
DIVINESIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;148.744,77
DIVINESIA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
DIVINESIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DIVINO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;102.087,28
DIVINO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DIVINO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
DIVINO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
DIVINO DAS LARANJEIRAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;210.415,67
DIVINO DAS LARANJEIRAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;76.144,55
DIVINO DAS LARANJEIRAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DIVINO DAS LARANJEIRAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;169.168,71
DIVINO DAS LARANJEIRAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
DIVINO DAS LARANJEIRAS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;120.000,00
DIVINOLANDIA DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;59.753,94
DIVINOLANDIA DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DIVINOPOLIS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;93.200,00
DIVINOPOLIS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;499,38
DIVINOPOLIS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
DIVINOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;106.694,64
DIVINOPOLIS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;91.850,85
DIVINOPOLIS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;3.347,80
DIVINOPOLIS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10.600,00
DIVINOPOLIS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;3.754,00
DIVINOPOLIS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;638
DIVINOPOLIS;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;EQUIPAMENTOS DE INFORMATICA;9.060,00
DIVINOPOLIS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;245.232,00
DIVINOPOLIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;234.648,26
DIVINOPOLIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;695.302,77
DIVINOPOLIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;675.980,00
DIVINOPOLIS;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;163.765,25
DIVINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;875.752,38
DIVINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;65.109,40
DIVINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;33.990,60
DIVINOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;7.520,00
DIVINOPOLIS;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;35.368,80
DIVISA ALEGRE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;87.580,80
DIVISA ALEGRE;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
DIVISA ALEGRE;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DIVISA ALEGRE;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;100.000,00
DIVISA NOVA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;95.612,49
DIVISA NOVA;FUNDO ESTADUAL DE SAUDE;AUXILIOS;200.000,00
DIVISA NOVA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
DIVISA NOVA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
DIVISA NOVA;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
DIVISA NOVA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;270.571,61
DIVISOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;88.729,56
DIVISOPOLIS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
DIVISOPOLIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
DIVISOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;400.000,00
DIVISOPOLIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DIVISOPOLIS;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;150.000,00
DOM BOSCO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;118.322,90
DOM BOSCO;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;35.000,00
DOM BOSCO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;120.145,48
DOM CAVATI;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DOM JOAQUIM;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;166.250,99
DOM JOAQUIM;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
DOM SILVERIO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;452.758,04
DOM SILVERIO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DOM SILVERIO;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;35.000,00
DOM SILVERIO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;339.206,25
DOM VICOSO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;105.401,92
DOM VICOSO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DONA EUZEBIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;114.072,53
DONA EUZEBIA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;252.927,35
DONA EUZEBIA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;84.807,05
DONA EUZEBIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
DORES DE CAMPOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;57.426,31
DORES DE CAMPOS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DORES DE CAMPOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DORES DE GUANHAES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;225.611,17
DORES DE GUANHAES;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;488.325,29
DORES DE GUANHAES;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;52.412,74
DORES DE GUANHAES;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
DORES DE GUANHAES;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
DORES DO INDAIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;8.693,29
DORES DO INDAIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;208.089,35
DORES DO INDAIA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
DORES DO INDAIA;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;80.000,00
DORES DO TURVO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;63.560,70
DORES DO TURVO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
DORES DO TURVO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DORESOPOLIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;47.577,44
DOURADOQUARA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;127.921,92
DOURADOQUARA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;344.558,65
DOURADOQUARA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
DURANDE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;55.146,76
DURANDE;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;624.906,06
DURANDE;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
ELOI MENDES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;169.014,06
ELOI MENDES;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;55.548,37
ELOI MENDES;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ELOI MENDES;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;26.071,13
ELOI MENDES;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
ENGENHEIRO CALDAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;25.407,09
ENGENHEIRO CALDAS;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
ENGENHEIRO CALDAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ENGENHEIRO CALDAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ENGENHEIRO NAVARRO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;141.966,65
ENGENHEIRO NAVARRO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
ENGENHEIRO NAVARRO;SECRETARIA DE ESTADO  DE INFRAESTRUTURA E MOBILIDADE;AUXILIOS;100.000,00
ENGENHEIRO NAVARRO;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;1.384,81
ENGENHEIRO NAVARRO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ENTRE FOLHAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;71.469,72
ENTRE FOLHAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ENTRE FOLHAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ENTRE RIOS DE MINAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;259.296,87
ENTRE RIOS DE MINAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;422.264,30
ENTRE RIOS DE MINAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;126.706,00
ENTRE RIOS DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ENTRE RIOS DE MINAS;SECRETARIA DE ESTADO DE  DESENVOLVIMENTO SOCIAL;AUXILIOS;45.000,00
ENTRE RIOS DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;59.916,20
ENTRE RIOS DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
ERVALIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;34.285,76
ERVALIA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;121.990,00
ESMERALDAS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;603.756,73
ESMERALDAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;382.883,56
ESMERALDAS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;138.197,36
ESMERALDAS;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
ESMERALDAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;AERONAVES E COMPONENTES ESTRUTURAIS;15.000,00
